,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,236,44233.999747970076,70.83227908414986,63.306687764986506,79.70090044679293,77.22044264417048,234.0,69.17935791551454,67.4673626059128
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,150,14873.363938296185,96.84645962678154,86.55698588285253,57.64869743525653,55.85455005972262,103.5,65.8224883565551,64.19356616461515
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,645,110316.49879546919,131.18615666660742,117.24825413728524,134.6965797258476,130.50454199108472,560.5,112.29110814712271,109.51221779239243
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,520,89608.6369728262,151.1683656024318,135.10744881958695,156.38505579899862,151.51802757603477,461.0,132.00791023011274,128.7410842584077
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,772,142403.29737206493,236.82615644719266,211.66450853533502,262.25284967231113,254.09099549521903,736.0,222.39838914332677,216.8946520380858
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,477,80850.03064257905,167.63018847298875,149.82028164077542,170.5696848999558,165.26120151483525,369.0,127.73257784546686,124.57155437338086
6,smf,HHKABJCC_00012,protein Smf,1125,-,319,44357.47081505568,47.23352486046445,42.21518845706981,39.428862946716166,38.20175471837182,220.0,32.08660817277997,31.292554507813687
7,def,HHKABJCC_00013,peptide deformylase,510,+,929,174474.41708299902,303.4294527616504,271.1915227499851,342.10670016274315,331.459628059529,891.5,286.8169570792113,279.71904087950435
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1026,184926.34090470592,180.2815234520822,161.12747270800372,195.06997985728472,188.9989963316039,980.0,169.61778629885842,165.42022125462498
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,683,127665.1636501006,88.19484256678908,78.82456181065105,98.96524313961287,95.88523892186932,669.0,85.09226031021326,82.98646524469089
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,737,140784.4544924981,89.15500804741713,79.68271429523546,102.23998147603348,99.05806058968787,726.5,86.56759075135415,84.42528539039898
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,758,139777.0873737362,307.2129931946782,274.57308008425264,340.0902369190662,329.5059213463108,754.0,301.01156140854465,293.5623685164008
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,34,5195.584108633967,25.86110026928852,23.113481892370856,23.72412834992679,22.985784128643147,31.0,23.22582939032174,22.65105517766713
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,85,12384.344014506996,33.2369774587687,29.705707361673813,29.071230081002337,28.16647293168513,66.0,25.420728305899623,24.791636493866477
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,108,18187.48416753045,48.75392504138467,43.57405338102625,49.288574979757314,47.7546120043917,95.0,42.242624395982496,41.19723778051968
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,9947,1412019.0429073991,4314.923391461108,3856.4833915416216,3677.1329242380184,3562.6928990679753,8090.0,3456.7737054038075,3371.228239988628
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,30105,4922926.674919421,5065.422007424773,4527.245114349126,4972.653206989314,4817.893895891612,26914.5,4460.718056127514,4350.327780478056
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,19017,2500882.9455204457,5101.085492886809,4559.119524829043,4027.1867077623924,3901.852280724704,17471.5,4616.281082762889,4502.041057997915
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,13993,2200895.2890994092,5976.658247279471,5341.66685627964,5643.321254101049,5467.689358363748,12257.5,5156.926569202586,5029.307083210572
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,15001,2272159.6532480884,6999.454437763367,6255.795836956062,6364.592866241144,6166.513497663342,13439.5,6176.871235744027,6024.010976524474
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,2260,307017.66781208495,3217.6201526600453,2875.763380545508,2624.082630872521,2542.415721214216,2125.0,2980.071781781356,2906.3233535447584
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,24509,4129968.044080755,3065.021765666364,2739.3778432769313,3100.576609670237,3004.0802162672603,22505.5,2772.2863952414755,2703.6800732324973
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,10419,1637387.0579281603,3989.780257711429,3565.885162692225,3764.108179145196,3646.961303130806,7674.5,2894.772818440437,2823.1353005903147
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,7051,712237.9508377956,6525.148585249506,5831.882715728824,3956.87750465442,3833.731246263104,4228.5,3854.4949618920477,3759.1070095536975
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,11858,1928598.4692950798,3919.1610067411234,3502.7688698215247,3826.5842644743648,3707.4930027320434,9511.0,3096.344666510859,3019.7188101036522
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,7937,1237901.320018203,3734.7824918060915,3337.979691406173,3496.896384232212,3388.065695085587,6568.0,3044.272570476004,2968.9353525710753
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,12637,2209199.208325468,3941.9846099667757,3523.1675742224065,4137.077169148816,4008.3227223766994,11552.5,3549.673208465659,3461.828740598036
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,9375,1567906.1647484952,3973.6619885034415,3551.479382597957,3989.5831164083847,3865.4189913504456,8657.5,3614.5447205392425,3525.0948644786213
28,rpsN,HHKABJCC_00034,30S ribosomal subunit protein S14,306,-,12118,1762077.1568189599,6596.6238043876565,5895.764034238105,5758.422081107712,5579.2080082201355,10121.5,5427.215986310034,5292.907594432423
29,rplE,HHKABJCC_00035,50S ribosomal subunit protein L5,540,-,16040,2782073.6018713545,4947.921491391391,4422.228466897856,5151.988151613619,4991.647564016122,14252.0,4330.476701500569,4223.309534520461
30,rplX,HHKABJCC_00036,50S ribosomal subunit protein L24,315,-,5712,979196.1168843285,3020.576511452899,2699.6546850289155,3108.5591012200907,3011.8142760762153,5007.5,2608.3391302791506,2543.7900437967046
