,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,481,81694.14067263831,142.63948440873628,119.39641411514746,147.19664986060957,137.06699118293037,476.0,142.38626012792943,130.85016448723195
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,233,20982.42714197281,148.63595647243093,124.41576247240323,81.32723698439074,75.73052569625521,163.5,105.20882360806003,96.68483365076091
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,944,150025.0711678787,189.70368171576087,158.79151158734743,183.18079507677496,170.5748089202233,827.5,167.74060853059993,154.15031055452278
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,727,118691.26549568112,208.81777117428774,174.79096468327066,207.14007939909445,192.88528280713953,664.5,192.528256007487,176.92966964919975
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,919,153424.13831254555,278.55011936172684,233.16044320403847,282.54905766582976,263.1048276744197,877.5,268.28809953477116,246.55147148713982
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,743,116111.48826932271,257.9871882076219,215.94823682462166,244.9609457158707,228.10342367434973,586.5,205.42050299875896,188.77739033448418
6,smf,HHKABJCC_00012,protein Smf,1125,-,399,49182.49369556408,58.37246592726746,48.86068639173727,43.71777217383474,40.70923827928722,263.5,38.885009611127394,35.73455682544168
7,def,HHKABJCC_00013,peptide deformylase,510,+,1541,263693.03173773893,497.30191283679324,416.26668360054805,517.0451602700763,481.46356925260716,1464.0,476.5681499388088,437.95672948247534
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1679,272846.84863682586,291.4942725441434,243.99534968273198,287.813131473445,268.0066427555235,1585.0,277.5716089113665,255.0828334869202
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,965,164442.42242178723,123.11905407373035,103.0568332925915,127.47474606340094,118.70229323333396,938.5,120.78101646013987,110.99537172017017
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,941,165440.98803337975,112.47172350311786,94.14448272360798,120.14596080855465,111.87785432892366,926.5,111.70319543571806,102.65303325883256
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,451,75145.1995969696,180.60193000656955,151.17288816937537,182.8350355157411,170.2528435579102,446.0,180.155344463526,165.55920799609748
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,31,4259.590472430569,23.29728143662184,19.50099492923905,19.45018480561904,18.11167789336745,28.5,21.60502925418752,19.85459572519082
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,79,10432.052592202646,30.521449805769684,25.547986768950842,24.488386366672877,22.803164619463054,64.0,24.941610248471484,22.920847844845934
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,125,19847.612003484363,55.75339446870556,46.66839200873494,53.78756640510667,50.08605764588769,111.5,50.165207706307044,46.10083637289707
