,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,286,50744.094169110715,84.13462369370147,61.79380284686446,91.430800304704,81.11715232136721,285.0,82.67939120483703,68.94793265514056
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,252,23516.591006623763,159.47130251261842,117.12583707598068,91.14957754505335,80.86765226936294,174.0,108.58627510745426,90.55218083104752
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,1013,164376.24715066163,201.94227763669826,148.31921440760055,200.70359847455632,178.063675639395,878.5,172.7043423570224,144.02146886376306
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,821,133487.6551183425,233.93232745794768,171.8147355727311,232.96274889763086,206.68390437966346,738.0,207.3705755707982,172.93030670352425
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,702,121308.6296441023,211.07606496737262,155.02764702164137,223.404474482693,198.20382984173938,666.0,197.4784877454293,164.68110463196413
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,281,45833.73253472388,96.78982058770187,71.08858194640722,96.69563825891115,85.78810194507695,219.5,74.55925779148167,62.17639740825274
6,smf,HHKABJCC_00012,protein Smf,1125,-,193,25461.54446872212,28.009573323856515,20.572006812562194,22.63248397219744,20.079476977838375,141.0,20.179573516520925,16.828134019268695
7,def,HHKABJCC_00013,peptide deformylase,510,+,2470,435632.669372231,790.730487388665,580.762612317456,854.1817046514333,757.8276381200022,2358.0,744.4216888603933,620.787547206439
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,2706,454692.8442394169,466.037819413383,342.28772730778985,479.63380194031316,425.52977815799744,2573.0,436.9953765318504,364.4188394793492
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,1746,306062.60078143585,220.98166205319984,162.3029456624304,237.25783006312855,210.49448847138322,1709.0,213.30338409039007,177.87778970144856
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,1741,313600.67942723446,206.42701732548596,151.61309162463508,227.741960368362,202.05203528352735,1722.0,201.3467389529101,167.90691362571673
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,646,112305.37732761475,256.62112392512546,188.47882645676006,273.2490932545371,242.4258373035743,644.0,252.28384346636662,210.38434361719678
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,29,4192.53725416268,21.619995024269972,15.87909532873972,19.144005726770228,16.984508758583534,27.0,19.85020711695078,16.55346905130628
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,60,7242.829543392835,22.995526519257524,16.889372884866432,17.00194728495971,15.08408045295188,43.0,16.251904053236437,13.5527750005348
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,83,12075.688288398142,36.72429208075462,26.97264889173926,32.72544251598412,29.03392179119595,68.0,29.67071006580659,24.74297511914616
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,35622,2896327.2635530783,15145.680167317289,11123.947943811083,7542.518915502808,6691.701852293171,29446.5,12346.6134382113,10296.078133277835
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,101929,9291489.252711235,16809.866929624182,12346.232232675768,9385.342679506297,8326.649982113002,90861.5,14777.130231071616,12322.932778786128
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,60072,4830747.713923106,15793.638664026326,11599.849752611666,7778.981825963134,6901.491090298749,54640.5,14166.692192535997,11813.876771505951
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,45264,4480473.405363288,18949.162917462756,13917.466864744152,11488.393347085354,10192.470698688165,39918.0,16479.709812448495,13742.74659945106
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,43909,3833746.854305344,20081.078641265987,14748.81755017188,10738.78670673766,9527.421767435795,39059.5,17615.8602665955,14690.204289415913
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,5673,736137.2058008772,7916.416374364189,5814.318186910389,6291.770989751087,5582.041763234358,5357.5,7372.617642850577,6148.16748555865
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,70687,10522277.578148378,8664.370840671148,6363.663376801148,7899.607791402686,7008.510112114845,64054.0,7742.610707945367,6456.711810368968
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,32202,3759810.9431422562,12086.353584618915,8876.984501225585,8643.243547453463,7668.261691387442,23712.5,8776.744992855878,7319.096257004934
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,23505,1706351.5906028708,21320.11078294195,15658.84132542987,9479.731058904837,8410.391090399511,14189.5,12692.289823256811,10584.344311454483
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,36255,4249867.248622331,11744.622974375672,8625.995870991886,8432.276286949069,7481.092123275545,28081.0,8970.722579746456,7480.857893159262
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,23386,3260823.352314406,10785.85034060291,7921.812450358625,9211.365402018097,8172.297824290525,19178.0,8722.589724572628,7273.935138422627
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,39692,4650333.9045911385,12135.660887784314,8913.198911380974,8708.49045803584,7726.148569404159,36090.5,10881.707177832872,9074.46466086566
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,29589,3580412.052599808,12292.478123832077,9028.375433743566,9110.463238167451,8082.777704513041,27446.0,11244.286477473473,9376.826504240065
