,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,519,88936.21347756253,153.96906757872364,137.31996464287158,160.24542968930186,161.16801715997178,516.0,150.97686552523066,148.96575469857345
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,192,17490.5937199582,122.52949053179782,109.28003638739077,67.79299891456667,68.18330627945681,136.5,85.91453255534269,84.77009465760153
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,801,126851.99293371508,161.0303434976615,143.6176851835661,154.88643825850437,155.77817219182808,708.0,140.37929016167416,138.50934598644938
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,628,99100.95973669934,180.4530084162668,160.94012339687498,172.95106411291334,173.94680224472143,571.0,161.82110870731097,159.66554545216732
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,667,110008.21448303598,202.24840687974756,180.37872488643848,202.59339683800363,203.75979596667523,631.0,188.70491666760677,186.19124346586545
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,376,58805.254508925325,130.60764787171067,116.48468013655948,124.06171837326018,124.77598390446985,303.0,103.80492833157695,102.42217863345763
6,smf,HHKABJCC_00012,protein Smf,1125,-,233,31364.338221837912,34.10063793439117,30.413241237924108,27.87941175274481,28.039923013643804,172.5,24.899479178676604,24.567801792342244
7,def,HHKABJCC_00013,peptide deformylase,510,+,1201,203617.4467690615,387.7322597753453,345.8056935756141,399.2498956256108,401.5485131405356,1149.0,365.85040378899515,360.9770365652332
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1239,200473.74735070224,215.18999429926797,191.9209025122303,211.47019762732305,212.6877035189378,1182.5,202.5566464555936,199.8584591321182
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,724,121643.80094354719,92.40765744273087,82.41536077549054,94.2975201112769,94.840423024256,709.0,89.25040817837066,88.06153423038754
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,760,131370.839335528,90.87381423790742,81.0473762967486,95.40365964816849,95.95293098288373,750.5,88.50553719615796,87.32658541798263
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,632,104169.15609324243,253.18289497355065,225.80552530898206,253.45293453343658,254.91214932825756,629.0,248.52066650884777,245.21020830503448
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,29,3505.2071305042873,21.802836000735144,19.44523478525632,16.0055120114351,16.09766119080351,26.0,19.278929679737697,19.02212169746571
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,62,8164.049165941989,23.96300042237185,21.37181462799177,19.164434661835653,19.27477083389225,51.0,19.440805849854673,19.181841570873466
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,73,11201.422786611529,32.57283797250283,29.05064652947321,30.356159313310375,30.530930052759366,65.0,28.604915988228694,28.223879754369847
