,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,519,93237.50869851104,155.09411112904553,128.90878369840468,167.99551116848835,155.16989085564273,513.0,156.63426418221704,141.7659807004591
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,186,16700.04193513799,119.56778160035975,99.38054503432596,64.72884470983718,59.787119899673094,125.5,82.43021054106313,74.60564071156689
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,857,142146.11888794866,173.5472968511898,144.24642424120472,173.56058472277005,160.31009876962355,747.0,154.56070474377884,139.88925092574704
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,685,114953.96314008982,198.26994353648578,164.7950207727339,200.61773671917945,185.30157201164732,613.5,181.43552860211648,164.2130205704087
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,730,129464.85395140394,222.96873192154058,185.32378712217027,238.42514539853397,220.2225733973709,694.5,216.73787435830505,196.16434165128464
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,410,68268.38603512,143.45855380524992,119.23771668403204,144.02613087578058,133.03045333122805,328.5,117.4409137120165,106.29300296245282
6,smf,HHKABJCC_00012,protein Smf,1125,-,264,36172.75764963331,38.91995574845259,32.34890171267867,32.15356235522961,29.698798060605203,189.0,28.468964507504708,25.766588772925545
7,def,HHKABJCC_00013,peptide deformylase,510,+,1235,222143.310299291,401.6222037879257,333.8142848860139,435.57511823390394,402.32112802110606,1164.0,386.76324330923757,350.0502956545907
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1381,236563.84921555477,241.6051985427441,200.81376431786373,249.53992533286367,230.48879525829128,1301.5,232.6474112575182,210.56368851694418
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,695,123460.21759285004,89.35441743252693,74.26825677296405,95.70559503321708,88.39894966410408,675.5,88.73562903663452,80.31252637555929
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,798,146599.71438147168,96.11471543642665,79.88717928896061,106.46311865030623,98.33518994773037,776.0,95.49709711339202,86.43217176656562
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,632,107780.39913932215,255.03288853083566,211.97438912588046,262.23941396428745,242.21874120240727,626.0,258.10409833301395,233.60393598440783
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,33,5020.17716873456,24.991409941215274,20.7719831202988,22.92318341887927,21.173112569680228,30.5,23.600332068897956,21.36010430458331
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,71,10021.531026000299,27.642014025889623,22.975072239118372,23.52472071831056,21.728725493198983,56.5,22.475079570115362,20.341664789714585
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,123,21068.932527051344,55.284028051779245,45.950144478236744,57.09737812209036,52.73827776542398,110.0,50.51597134832749,45.72081502487111
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,17805,2312434.4022889254,7690.094683296324,6391.736894023478,6021.964589294076,5562.217594731674,14556.0,6423.521939658335,5813.778307581601
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,55564,7509738.931945091,9308.490105057765,7736.890387238625,7585.594880752617,7006.472503548009,49259.5,8431.739761648798,7631.368925324229
