,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,420,71866.82623751543,124.50476285188742,105.18893697065903,129.4897770045323,121.80032906030006,414.0,123.90844627580728,114.89084722710557
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,222,19060.63613737501,141.56729264471252,119.60436437942876,73.87843464098842,69.4913363656291,154.0,99.1504222670978,91.9346207589102
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,1032,164255.25150641138,207.3124831997414,175.1497631819137,200.55586264519096,188.64632120187832,903.0,183.14598478707677,169.81729648673823
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,811,128175.74209825312,232.8605347105825,196.73425777103998,223.69239458682918,210.40894423664534,725.5,210.3179539168774,195.01179006631816
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,947,159218.0665589813,286.9325431180797,242.41746662160762,293.2192754309048,275.80713366319964,904.0,276.54267161990566,256.41691742414844
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,743,117099.31299143094,257.893342040479,217.88344381105995,247.0449641169429,232.37477597231842,584.0,204.65768567905306,189.76345524393824
6,smf,HHKABJCC_00012,protein Smf,1125,-,454,56199.567717750775,66.39463512336523,56.09408772168668,49.95517130466735,46.988700142399466,309.5,45.698472545166084,42.37270650631882
7,def,HHKABJCC_00013,peptide deformylase,510,+,1550,264299.8393768994,500.02438022099045,422.44996745569296,518.2349791703911,487.46080542946686,1467.0,477.8080815149576,443.0349741858528
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1625,262657.8246395877,282.01660889352513,238.2641966305332,277.06521586454403,260.61234519141505,1529.5,267.9999402792052,248.49589451678384
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,1033,175541.41393666746,131.74685883061986,111.30748504860351,136.078615454781,127.99790472943846,1010.0,130.05444998671268,120.5895674889601
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,933,163016.57008339567,111.4749693539269,94.18060206359893,118.38530870253861,111.3552736705208,911.5,109.95532992524019,101.95318714696276
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,465,77990.3222447827,186.14046271000376,157.2623966440901,189.7574750481331,178.48917062931787,461.0,186.31707466116973,172.7576061526094
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,29,4248.4442439178765,21.786303088727202,18.4063485599343,19.399288785013134,18.24730733351781,27.5,20.858454782217244,19.340453486463492
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,76,10710.740235193804,29.35172645368104,24.79806260575899,25.142582711722543,23.649549165618147,66.5,25.9301840564081,24.043081037141366
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,136,22670.917448451215,60.6376274361883,51.23022946538485,61.43880067330952,57.7904010045315,128.0,57.62051780784566,53.42710935033699
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,17421,2152200.9058235246,7463.998002676808,6306.023942125789,5604.689858915429,5271.8684431198935,14276.5,6175.669962493661,5726.227513228185
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,54100,7173401.305859903,8990.663196270674,7595.840372805491,7245.859904908993,6815.5814393893,48377.5,8117.11652061159,7526.382761820529
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,30046,2919561.3584930003,7960.213588219976,6725.256016112007,4701.387050713366,4422.2061622415085,27204.5,7276.837912686258,6747.256527306494
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,25358,3519674.7227602415,10697.444663620145,9037.82961144441,9024.806981436517,8488.889899055019,22077.0,9403.055595684404,8718.735940785395
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,25041,2921457.9213664453,11540.19401392979,9749.83376503042,8183.355522034861,7697.4060691013665,22029.5,10250.144251371856,9504.176612939178
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,3617,462980.0374066014,5086.18678501381,4297.109354653945,3957.094336808559,3722.111532627495,3387.5,4809.356771055987,4459.349549215702
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,41049,6278994.444372203,5070.234137209452,4283.631620742642,4713.959793072225,4434.032301662891,37477.0,4673.628060666696,4333.498673037676
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,17465,2509263.8223034884,6605.5501049839,5580.7567335898775,5768.422580008019,5425.878279018505,12801.0,4888.191301743673,4532.446793945078
