,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,247,44494.92627192959,72.77852466615946,51.2371395221272,80.17103832780106,68.36081573671822,245.0,70.54496083019843,56.67922998160294
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,250,24172.598566532193,158.45997391064282,111.55812554836564,93.69224250593874,79.89017305376927,173.5,107.46639203831488,86.34369171022783
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,1064,177762.89371883892,212.45013117537673,149.56798124802418,217.0487102794126,185.07465038229384,937.0,182.83047372521116,146.89483622876523
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,810,135290.29418076752,231.1690425678613,162.74636703034872,236.10871584776183,201.3268725784347,740.5,206.52058011605857,165.92861231445113
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,693,122511.5068615546,208.7049176823534,146.9312964957237,225.6197179770803,192.38303867461656,661.5,194.6807068214592,156.41588605420256
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,289,47238.71152636934,99.70542257152194,70.19406714883746,99.6597289585851,84.97857218529526,230.5,77.71153428575916,62.437201355993366
6,smf,HHKABJCC_00012,protein Smf,1125,-,186,25994.935503234345,27.037074588529517,19.034493613564337,23.106609336208308,19.702709308494917,134.0,19.034662084142795,15.29336719721292
7,def,HHKABJCC_00013,peptide deformylase,510,+,2643,474003.85521266505,847.4737682339127,596.6338546092333,929.4193239464021,792.5039324882082,2522.0,790.255999388852,634.9298519211641
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,3020,520040.75889257336,520.9522078996474,366.7579287015383,548.566201363474,467.7553614494701,2877.5,485.0649455689197,389.72461367000204
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,1806,319798.6381606917,228.94297030609673,161.1791797922787,247.9059210547998,211.386198092832,1754.5,217.348455136857,174.62825026581524
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,1764,322725.59164056403,209.49029962649374,147.48421680339226,234.3686213802208,199.84311635248088,1738.0,201.70131390986353,162.05658099670794
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,617,108312.23126347642,245.49498206267242,172.8320367254709,263.533409400186,224.71155689433073,610.0,237.18155309661535,190.5631194227288
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,26,3825.9730353121013,19.414602830914923,13.668162669925787,17.470196508274434,14.896612408876146,24.0,17.5129788138709,14.07077333622125
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,56,8164.069476425626,21.49699251700439,15.134195285659972,19.16448233902729,16.341308197994604,45.5,17.06847392320194,13.713636630357653
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,78,12870.371431929227,34.56746357699486,24.33599694889225,34.87905537108192,29.74092299446362,68.5,29.665870785488295,23.83499392539782
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,34347,2913376.602428062,14627.053945505031,10297.65864643861,7586.918235489745,6469.267834417074,28243.5,11753.851123195991,9443.611891495519
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,113719,9679511.789542459,18784.390793823244,13224.484232899093,9777.284635901473,8336.965160254511,102052.5,16473.32812365996,13235.467739938698
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,67183,5314424.202066969,17691.598313865306,12455.142438445664,8557.84895662958,7297.168002674501,61185.0,15745.130321467079,12650.39844204889
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,50444,4611867.520911932,21151.64687567902,14891.06693304342,11825.30133567162,10083.282722792046,44626.5,18286.10105119113,14691.937095861564
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,47534,3942370.835383961,21773.859844998005,15329.113910056374,11043.05556129961,9416.271787695703,42126.5,18857.32375566697,15150.885015836022
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,5531,742934.0604817815,7730.668917967161,5442.503317650143,6349.863764801551,5414.447359456679,5188.0,7086.09550032526,5693.311496781043
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,73563,10885298.872247813,9031.38766871911,6358.228229868832,8172.146300486346,6968.28429659149,66443.0,7971.460599389243,6404.656594672864
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,36949,4232593.412327858,13890.334663119815,9778.997560172256,9730.099798454845,8296.731254775239,27334.0,10041.690428614755,8067.9792647056975
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,24722,1867786.9544352628,22460.032190108424,15812.189217558387,10376.594191307016,8847.988728626158,14760.5,13104.53030284467,10528.812803846142
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,40520,4625358.4214341035,13147.348578235602,9255.924553830971,9177.298455226395,7825.364642197067,32406.5,10275.299454120694,8255.672042851818
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,26132,3460197.303504295,12071.706416543424,8498.656832792227,9774.568653966935,8334.649277306706,21666.5,9780.890448221602,7858.439959644898
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,45098,4875842.838776745,13810.687633579924,9722.924893354982,9130.791832915253,7785.7090420618915,41203.0,12330.494012864785,9906.914650135688
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,30717,3620525.572663588,12781.608903839284,8998.438505415166,9212.533263775033,7855.408911361493,28406.5,11550.95979178255,9280.599192939548
28,rpsN,HHKABJCC_00034,30S ribosomal subunit protein S14,306,-,42434,3342648.160301145,22677.324934567947,15965.166468967212,10923.686798369756,9314.487575122543,35118.0,18340.080747117172,14735.306991651758
29,rplE,HHKABJCC_00035,50S ribosomal subunit protein L5,540,-,52664,4631352.50815821,15948.482259524179,11227.963392302336,8576.5787188115,7313.138630572266,46056.0,13629.670350548517,10950.735690840145
30,rplX,HHKABJCC_00036,50S ribosomal subunit protein L24,315,-,16294,2693049.5250584353,8458.94956500576,5955.223481939657,8549.36357161408,7289.932623744669,14336.0,7272.945512747097,5843.435824606726
31,rplN,HHKABJCC_00037,50S ribosomal subunit protein L14,372,-,12170,2016835.4252222502,5349.915415946999,3766.418237465498,5421.600605436156,4622.929273672369,11243.0,4829.8335748378995,3880.5216522839014
32,rpsQ,HHKABJCC_00038,30S ribosomal subunit protein S17,255,-,18747,1849391.6312239575,12022.391776830238,8463.938609428147,7252.5162008782645,6184.127510094594,15955.5,9999.151148492329,8033.801151727305
33,rpmC,HHKABJCC_00039,50S ribosomal subunit protein L29,192,-,16156,1891714.7056800432,13760.426444439356,9687.54028543175,9852.680758750224,8401.254466827448,11561.0,9622.481125587752,7731.166256135371
34,rplP,HHKABJCC_00040,50S ribosomal subunit protein L16,411,-,24159,3388316.8584666634,9612.501250651705,6767.340640600732,8244.079947607454,7029.621194537227,20761.5,8072.532482976033,6485.862629336039
35,rpsC,HHKABJCC_00041,30S ribosomal subunit protein S3,702,-,38861,6218495.836214292,9052.658495182362,6373.203200964328,8858.256176943436,7553.321385020478,35046.0,7978.003819853478,6409.913734136097
36,rplV,HHKABJCC_00042,50S ribosomal subunit protein L22,333,-,24098,3048162.2494571274,11834.12204726795,8331.393982484624,9153.640388760143,7805.19171246933,20826.5,9994.589297483863,8030.135940216691
