,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,289,47706.614593622806,85.28392762811212,89.50688379442691,85.95786413265371,102.74365888708472,288.0,84.11854932304284,98.06100008776001
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,151,13702.39890672396,95.85606012276946,100.60251061387767,53.11007328187581,63.48137320303911,109.0,68.4855679545849,79.83688900071384
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,670,103117.40297255115,133.98409102379685,140.61850572669707,125.90647493595989,150.49340793917395,592.0,117.1736813423338,136.5949421246881
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,530,79874.70882702064,151.48986582975044,158.9911041149941,139.39739760387548,166.61882904695372,475.0,134.37895436595383,156.651948493163
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,674,107366.85943349892,203.29298850961214,213.35933281705044,197.72902289778807,236.34141547927874,643.0,191.95676094848375,223.7731404511873
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,468,70507.40637441148,161.70738149975796,169.71455474840087,148.74980247766135,177.79756534783786,368.5,126.02346615078098,146.9115578516794
6,smf,HHKABJCC_00012,protein Smf,1125,-,271,31515.517485465105,39.452915447616164,41.406483220609864,28.013793320413427,33.4843083188297,183.5,26.440874566148118,30.823387041474376
7,def,HHKABJCC_00013,peptide deformylase,510,+,1149,187359.75145109004,368.98795188824863,387.2589202882629,367.372061668804,439.112234460535,1093.5,347.56887728101015,405.1775973295267
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1406,220238.6576277742,242.90660084258516,254.93447006009796,232.31925910102763,277.6864100897168,1333.0,227.93660838397702,265.7165625729832
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,836,134394.8412770119,106.13995531474872,111.39562764662483,104.18204750155961,124.52664870941157,814.5,102.35136715414569,119.31586438730537
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,836,140107.02882125246,99.43394506610446,104.35755966895135,101.74802383533222,121.6173105143626,827.0,97.35625040606797,113.49281884249304
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,357,57786.44178938161,142.2619402469797,149.30624454330126,140.59961505932267,168.05581473054335,355.0,140.01636574388783,163.2237474848854
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,29,3276.586138570366,21.687835792995287,22.761740131634845,14.961580541417197,17.883268076399975,25.5,18.8750597617701,22.003556312500372
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,58,6798.102657598423,22.29876074491065,23.40291590999076,15.957987459151228,19.074252676836398,44.0,16.74307979972537,19.518205709956142
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,67,9781.800019537566,29.737932397964663,31.210448832023,26.50894314237823,31.685591995101472,57.5,25.260023385949307,29.446812568697695
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,16347,1995809.2103599715,6972.189325078357,7317.427293379295,5197.419818645759,6212.368517158823,13387.0,5651.247250995585,6587.92812804758
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,48599,6399080.2374353055,8039.9708060998755,8438.081508044359,6463.717411550813,7725.947864991286,43237.5,7079.745566347716,8253.196663399482
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,30119,2832551.3379986603,7943.488691686396,8336.821943162391,4561.274296294139,5451.996918695476,27452.5,7166.095141049453,8353.858476050185
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,23998,3285102.1794908955,10077.963364801584,10576.988195375343,8423.338921771527,10068.242965334828,21352.0,8874.956304806035,10345.959339387355
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,20621,2451016.604440248,9460.276707556353,9928.715896138592,6865.592729524505,8206.301128786987,18234.0,8279.536100779855,9651.849643616946
