,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,270,48781.759258098245,79.5358974336881,55.987546271158436,87.89506172630314,74.93849005364976,268.0,77.16652546128296,61.96602412264022
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,265,25502.147432970625,167.92624339735397,118.20798690540664,98.84553268593265,84.27475699486065,194.0,120.16255635219738,96.4925635960412
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,1111,185511.62646322194,221.78009332564218,156.11722049711776,226.50992242151642,193.1201962323455,977.0,190.63287469930003,153.08142023463188
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,885,149186.53439660033,252.5114370240563,177.74987421457075,260.36044397312446,221.98082756684644,806.5,224.9245626931521,180.61822525119612
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,678,118115.89783346631,204.1372542481583,143.69793183530592,217.5246737264573,185.45945902209158,643.5,189.38076069621675,152.07595152840793
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,264,42792.68937792249,91.05797540228144,64.09825972534875,90.27993539646096,76.97181056449762,206.0,69.45060186400656,55.77000706862411
6,smf,HHKABJCC_00012,protein Smf,1125,-,197,28104.140339713653,28.628995377489016,20.152751840517226,24.98145807974547,21.29895253574234,148.0,21.023079274924648,16.88188796495412
7,def,HHKABJCC_00013,peptide deformylase,510,+,2675,478405.9300195952,857.5234693354334,603.6347921773317,938.0508431756768,799.77318862388,2553.5,800.1157531079108,642.5064723545859
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,3119,535872.2144535038,537.8973963630982,378.6410456124295,565.2660490015863,481.9404339538079,2962.5,499.3869126750471,401.01613092426913
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,1861,329008.17062409973,235.85716148111376,166.02646311770698,255.04509350705405,217.44901053173672,1808.0,223.97309472656997,179.85418039344586
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,1885,344650.0360290032,223.80501761125538,157.54262142669023,250.29051272984984,213.39530037687865,1856.0,215.39279242989392,172.96405263510667
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,637,112300.66799662898,253.390317195809,178.36854258785252,273.23763502829433,232.95979765747225,632.0,245.73238252895752,197.32725624847737
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,27,3416.984937878055,20.15635756881137,14.18862473995111,15.602670949214863,13.302688214487087,23.5,17.147897640713946,13.770051618952072
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,60,8340.583584689211,23.026824765621754,16.209227011211755,19.57883470584322,16.692727453046587,48.5,18.19362648994538,14.609789558555535
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,81,13617.47006151074,35.88814884203,25.262673317473926,36.90371290382314,31.46375311729602,73.0,31.614304282084287,25.386820646045877
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,33935,2896571.402547227,14448.04327810353,10170.382401668861,7543.1546941334045,6431.221639955868,27923.0,11620.317302187783,9331.311186498639
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,111956,9635779.762206111,18488.62371067236,13014.660158381093,9733.110870915263,8298.35735780456,100570.0,16233.80745300347,13036.021749350706
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,65894,5285370.992485108,17347.890655155792,12211.666204839275,8511.06440013705,7256.452209814824,60058.0,15454.907156940664,12410.55164756187
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,50086,4602831.9896395225,20996.366592301565,14779.930623059532,11802.133306768006,10062.386123296961,44231.0,18123.80105397334,14553.718553363156
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,48140,3950294.4136281502,22046.023932607615,15518.813829328035,11065.250458342158,9434.126845438803,42690.0,19109.312987874742,15345.10129224161
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,5589,743046.5534140281,7809.813313392528,5497.546370394903,6350.825242854941,5414.652938934457,5258.5,7182.293552962011,5767.503109648599
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,72844,10793072.184913408,8940.914988672184,6293.760525580655,8102.907045730787,6908.461148169725,65970.5,7914.667705136142,6355.611931565043
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,36001,4224677.556440647,13530.62046103162,9524.582780637938,9711.902428599187,8280.275242469052,26635.5,9784.952726478135,7857.482413045238
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,24853,1877367.790179539,22573.490549388785,15890.11235699158,10429.821056552995,8892.365807099106,14861.0,13193.580283135778,10594.66794962767
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,39733,4618008.412347745,12888.821987556325,9072.802856228142,9162.715103864573,7812.043375241186,31635.5,10030.70138154378,8054.822736415695
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,25820,3424329.2123971595,11924.642852212743,8394.090152964296,9673.24636270384,8247.31744992967,21465.5,9690.024654486982,7781.253566874486
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,45540,4879303.082219858,13942.613031399893,9814.595892215619,9137.271689550294,7790.3505632324905,41653.5,12465.146227481691,10009.723091807666
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,30922,3619278.670890658,12863.745229918946,9055.150624042997,9209.360485726866,7851.812782259989,28593.0,11626.64223439603,9336.390213958373
28,rpsN,HHKABJCC_00034,30S ribosomal subunit protein S14,306,-,42504,3349353.684028292,22709.14488512976,15985.603244053153,10945.600274602262,9332.114241681495,35261.0,18414.517048716167,14787.168410479115
29,rplE,HHKABJCC_00035,50S ribosomal subunit protein L5,540,-,52528,4599429.958683867,15903.382711386876,11194.83659770187,8517.462886451605,7261.907498128231,45898.0,13582.732158790703,10907.163482762728
30,rplX,HHKABJCC_00036,50S ribosomal subunit protein L24,315,-,16460,2701978.970379294,8543.025089076671,6013.674679023087,8577.711017077123,7313.274478809015,14404.0,7307.346377316956,5867.922641100366
31,rplN,HHKABJCC_00037,50S ribosomal subunit protein L14,372,-,12450,2056366.957384792,5471.656384831007,3851.652208752857,5527.868165012882,4713.007595257631,11472.0,4928.143365340336,3957.382412011368
32,rpsQ,HHKABJCC_00038,30S ribosomal subunit protein S17,255,-,18878,1856832.2340922693,12103.422844197617,8519.938397550406,7281.695035655958,6208.303632602341,16102.5,10091.140720125422,8103.356546770878
33,rpmC,HHKABJCC_00039,50S ribosomal subunit protein L29,192,-,15962,1873604.9944027618,13591.847166942009,9567.681974093905,9758.359345847717,8319.883966358375,11473.0,9549.110081868024,7668.096783490232
34,rplP,HHKABJCC_00040,50S ribosomal subunit protein L16,411,-,23280,3319081.216266293,9260.481294063475,6518.712200070969,8075.623397241589,6885.199370081422,20039.0,7791.505084648385,6256.710265764616
35,rpsC,HHKABJCC_00041,30S ribosomal subunit protein S3,702,-,38235,6144215.576488091,8904.6404257638,6268.225844577119,8752.443841151126,7462.250015565447,34529.0,7860.207730031544,6311.879651138045
36,rplV,HHKABJCC_00042,50S ribosomal subunit protein L22,333,-,23927,3043567.178548207,11747.255666023797,8269.22234339511,9139.841377021643,7792.54145422489,20725.5,9945.98770800883,7986.796224836939
37,rpsS,HHKABJCC_00043,30S ribosomal subunit protein S19,279,-,32300,2371574.4716651533,18927.389689964286,13323.51982251323,8500.266923531015,7247.246384398085,28931.0,16570.910704632875,13306.721357729068
38,rplB,HHKABJCC_00044,50S ribosomal subunit protein L2,822,-,61214,6216387.233190208,12175.06662231103,8570.370459947257,7562.51488222653,6447.727951395425,55245.0,10740.099266465393,8624.481227410706
39,rplW,HHKABJCC_00045,50S ribosomal subunit protein L23,303,-,40160,3112615.3222135673,21669.230054027474,15253.57806293358,10272.65782908768,8758.36994058634,35428.5,18685.179390846635,15004.514845624259
40,rplD,HHKABJCC_00046,50S ribosomal subunit protein L4,606,-,32537,5539252.225670336,8778.034589988692,6179.104450120391,9140.680240380092,7793.256661111476,30192.0,7961.710715503642,6393.388263955398
41,rplC,HHKABJCC_00047,50S ribosomal subunit protein L3,630,-,43163,6687372.249531807,11201.172294040593,7884.8189602270195,10614.876586558425,9050.142384330118,40583.5,10294.282550119504,8266.482869518768
42,rpsJ,HHKABJCC_00048,30S ribosomal subunit protein S10,312,-,46305,3622381.6222018604,24264.18447910903,17080.23917613634,11610.197507057244,9898.743493835564,44561.0,22823.774580218233,18327.87672832447
43,gspB,HHKABJCC_00049,putative general secretion pathway protein B,420,-,36,5918.038464618119,14.013467643078378,9.864472438251724,14.090567772900284,12.013483489980567,32.0,12.175528537601148,9.77715519205837
44,gspA,HHKABJCC_00050,Type II secretion system protein GspA,1470,-,13,1648.6765400483828,1.4458339631747534,1.0177630293434317,1.1215486666995802,0.9562216801879666,10.0,1.0871007622858166,0.8729602850052116
45,gspC,HHKABJCC_00051,Type II secretion system protein GspC,816,+,8,1495.398222266107,1.6028476062344552,1.1282893311725828,1.8325958606202293,1.5624537257973312,8.0,1.5667040397648537,1.258089822507511
46,gspD,HHKABJCC_00052,Type II secretion system protein GspD,1953,+,51,9419.139552498642,4.269336020292696,3.005305223123285,4.822908116998793,4.111965392103741,51.0,4.173064216516522,3.351041094052264
47,gspE,HHKABJCC_00053,Type II secretion system protein GspE,1482,+,27,4774.0588245845465,2.978571057739332,2.0966996073207107,3.221362229814134,2.746502666666742,25.5,2.7496607337573447,2.208024040716624
48,gspF,HHKABJCC_00054,Type II secretion system protein GspF,1197,+,19,3222.5831689834604,2.59508660057007,1.8267541552318005,2.6922165154414874,2.295358084995899,17.5,2.336313041754606,1.8760988581252356
49,gspG,HHKABJCC_00055,Type II secretion system protein GspG,438,+,4,736.4836244660577,1.4930635236156569,1.0510092399963784,1.6814694622512731,1.433604802108291,4.0,1.4593955438905486,1.1719192867193253
50,gspH,HHKABJCC_00056,Type II secretion system protein GspH,510,+,7,1259.8730022591953,2.243986648728237,1.5796050636416157,2.4703392201160694,2.106187622374803,6.5,2.0367152516943094,1.635516769259764
51,gspI,HHKABJCC_00057,Type II secretion system protein GspI,378,+,3,312.1643788980499,1.2975433002850352,0.9133770776159004,0.8258316902064812,0.7040962107204165,1.5,0.6341421113333932,0.5092268329197068
52,gspJ,HHKABJCC_00058,Type II secretion system protein GspJ,588,+,4,484.13517445865216,1.1121799716728873,0.782894637956486,0.823359140235803,0.7019881382332296,3.0,0.8153255717143626,0.6547202137539088
53,gspK,HHKABJCC_00059,Type II secretion system protein GspK,984,+,10,1865.5092822769689,1.6614883723162037,1.1695682091423116,1.895842766541635,1.6163774336510688,10.0,1.6240224802440557,1.3041174989407127
54,gspL,HHKABJCC_00060,Type II secretion system protein GspL,1164,+,27,4846.9594879200195,3.7923043879464684,2.6695092938567804,4.164054542886615,3.5502331281892867,26.5,3.6381452057426107,2.921492087833163
55,gspM,HHKABJCC_00061,Type II secretion system protein GspM,462,+,8,1439.320788931128,2.8310035642582583,1.9928227147983277,3.1154129630543896,2.656171333855463,7.5,2.5942177281820626,2.083200680126073
56,gspO,HHKABJCC_00062,Type II secretion system prepilin peptidase,678,+,8,1495.398222266107,1.9290909243175742,1.3579411419422234,2.205602097737621,1.8804752806056375,8.0,1.8855907027258414,1.5141612023099247
57,bfr,HHKABJCC_00063,bacterioferritin,477,-,145,20150.491045035797,49.69835659582304,34.98406542566561,42.24421602732871,36.0170150678766,135.5,45.395003215073466,36.45295479428996
58,bfd,HHKABJCC_00064,bacterioferritin-associated ferredoxin,195,-,62,8163.005045795113,51.981580829880485,36.591290924796986,41.86156433741083,35.69076989214402,52.5,43.02410324585021,34.549082048860114
59,chiA,HHKABJCC_00065,endochitinase,2694,-,371,68573.35472979018,22.51483263367641,15.848821406916434,25.454103463173787,21.70192547494158,370.0,21.947813831004297,17.62446544225444
60,tufA,HHKABJCC_00066,translation elongation factor Tu 1,1185,-,113067,11953961.040345253,15599.47288607539,10980.905958130314,10087.730835734392,8600.702952477159,35062.0,4728.304859331646,3796.9087142526178
61,fusA,HHKABJCC_00067,elongation factor G,2115,-,150205,18627117.660526644,11610.9143824272,8173.247894494249,8807.147830036238,7508.89011395604,145571.0,10998.960153572656,8832.350894718
62,rpsG,HHKABJCC_00068,30S ribosomal subunit protein S7,471,-,25956,2922727.7867024387,9009.677859186826,6342.164636414835,6205.366850748277,5290.636503243813,25506.0,8653.834459237198,6949.175327629322
63,rpsL,HHKABJCC_00069,30S ribosomal subunit protein S12,375,-,11606,1822591.3532979316,5059.920614484327,3561.8198659042064,4860.243608794484,4143.79727577989,11208.0,4776.2163347301785,3835.382438740658
64,tusB,HHKABJCC_00070,sulfurtransferase complex subunit TusB,288,-,381,53140.84507600395,216.2842488662618,152.2485416251004,184.51682318056928,157.31728093786867,345.5,191.70908703247642,153.9456369270389
65,tusC,HHKABJCC_00071,sulfurtransferase complex subunit TusC,360,-,315,53243.653703784745,143.05414885642512,100.699822807153,147.89903806606873,126.09730712256503,270.0,119.8528590420113,96.2438714218246
66,tusD,HHKABJCC_00072,sulfurtransferase complex subunit TusD,387,-,498,62763.73263628635,210.38306719970385,148.09453453809436,162.18018769066242,138.2732788788603,360.0,148.65470888931634,119.37224362396849
67,yheO,HHKABJCC_00073,DNA-binding transcriptional regulator YheO,723,-,1502,256131.80750973884,339.6440728430753,239.08497744531724,354.2625276759873,302.0408471785983,1361.5,300.93069172097444,241.65243142612113
68,fkpA,HHKABJCC_00074,peptidyl-prolyl cis-trans isomerase FkpA,813,-,1607,295877.62300979416,323.1601015108419,227.48144825316447,363.93311563320316,310.285898097402,1604.0,315.2832897144504,253.17781018549678
69,slyX,HHKABJCC_00075,protein SlyX,219,+,27,3929.158829004197,20.15635756881137,14.18862473995111,17.9413645160009,15.296636010312834,27.0,19.701839842522407,15.820910370710894
70,slyD,HHKABJCC_00076,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,591,-,2698,490840.1662377378,746.3574447466956,525.3819133356516,830.5248159690996,708.0975249168573,2673.0,722.767495136596,580.3945139549625
71,HHKABJCC_00077,HHKABJCC_00077,hypothetical protein,201,-,56,6845.185362423106,45.54957973537913,32.06362517242682,34.05564856926919,29.0355206703842,50.5,40.149713974272444,32.24089888425965
