,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,543,96505.03239740817,162.28119227866446,134.91728290753414,173.8829412565913,160.78287815460413,533.0,162.61749113734675,147.31406967765648
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,152,12780.294634992559,97.72039759467309,81.24275119619382,49.536025717025424,45.804060648887415,103.0,67.6005997997762,61.23891962362547
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,797,133566.5718004852,161.41197927352235,134.19463689245995,163.08494725333966,150.79838777508485,697.0,144.10594804929713,130.5445897819751
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,662,109394.28735708537,191.6305344399259,159.31772909553968,190.91498666158006,176.53175645907777,592.5,175.09218537069066,158.61480960818562
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,693,122090.04380913297,211.68727303894036,175.9924936678817,224.84354292658006,207.90418947921646,655.5,204.41176916337415,185.17521943585467
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,400,65920.99643420386,139.97258816025794,116.37036313911842,139.0738321396706,128.59623172815932,313.5,111.9933495884089,101.45400712624838
6,smf,HHKABJCC_00012,protein Smf,1125,-,279,38632.07097956593,41.1351442085366,34.198922319324126,34.33961864850305,31.752526620138173,202.5,30.479338395161236,27.61102356622492
7,def,HHKABJCC_00013,peptide deformylase,510,+,1270,228696.44975532178,413.04264029760816,343.3952509925809,448.42441128494465,414.64083227568665,1204.0,399.7507998668205,362.13150733915904
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,1325,227497.88618379086,231.8295991404272,192.73841394916488,239.97667318965281,221.89721387598516,1253.5,223.897390285599,202.82710994059389
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,718,128112.9196873905,92.32005983286221,76.75302020903575,99.31234084293837,91.83030768634065,696.0,91.35925720513445,82.76172438455015
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,776,142277.761896393,93.47363338318576,77.7120777982627,103.32444582163616,95.54014708330331,758.5,93.27272723605986,84.49512375930607
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,623,109099.34302992176,251.42448436070856,209.02920301525518,265.44852318715755,245.4500553734021,616.0,253.7884894757951,229.90525164631725
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,28,3950.751082961833,21.20680582263634,17.630907072858218,18.039959282930745,16.680857560497042,26.0,20.103064390517304,18.21122812587133
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,84,11568.580679447918,32.706270951812385,27.191328513774295,27.15629267476037,25.110380953434987,66.0,26.23417232760357,23.765356747141954
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,119,19629.766079823203,53.49115045912947,44.471454628896446,53.19719804830136,49.18940610364307,104.0,47.724347983992295,43.23315945328804
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,17832,2306761.4613726432,7702.472819289994,6403.679254853282,6007.191305657925,5554.619106216569,14554.0,6417.770413819106,5813.814192460033
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,55697,7493323.639271012,9331.639487548318,7758.13529007574,7569.013777041426,6998.776366847547,49291.0,8430.735515352932,7637.3454691514735
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,34678,3294280.1557472115,9262.405400132671,7700.575477829218,5304.798962555897,4905.143880518319,31293.0,8532.742318838616,7729.752732670213
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,27633,3912996.3304586075,11752.351529306161,9770.666050970674,10033.32392425284,9277.42932308875,24294.5,10548.152231356762,9555.49874686113
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,26108,3356607.3400931107,12130.165638796349,10084.773017901352,9402.261456843447,8693.910094162768,22941.5,10881.446339753991,9857.427593285855
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,3375,439429.47494798026,4784.639912593432,3977.852316918904,3755.8074781878654,3472.850940832242,3162.0,4576.242545370362,4145.5867291739405
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,43040,6989919.42472285,5359.563010799354,4455.831688413344,5247.687255797936,4852.334878539704,39352.0,5002.598116976914,4531.819316725404
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,18079,2744582.8322183816,6893.606527123963,5731.204269661297,6309.385821191682,5834.046769556788,13412.0,5220.803148862101,4729.489758240212
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,11402,1117350.5571151732,10506.785713838135,8735.12796337217,6207.503095084296,5739.839725326899,6876.5,6468.863286244637,5860.098875097088
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,19060,2992728.6999299107,6272.6882409650825,5214.985434318338,5937.953769702204,5490.597815646919,15318.5,5146.580083843446,4662.251592804414
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,13550,2015997.077699121,6348.883771023225,5278.332848401243,5694.906999150059,5265.861800640764,11111.0,5314.750924492098,4814.596403708806
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,23327,3599983.375660255,7245.677094301478,6023.90857906604,6741.541901985496,6233.644901379907,21120.5,6697.241641437816,6066.985260408379
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,15764,2550357.2962154453,6653.271087820846,5531.394273186258,6489.458768996044,6000.553309051337,14504.0,6249.255358826952,5661.157560143148
28,rpsN,HHKABJCC_00034,30S ribosomal subunit protein S14,306,-,23014,2677021.7950350456,12474.75501812225,10371.25761987304,8748.437238676619,8089.343948430737,19272.0,10664.448248938766,9660.850511406801
29,rplE,HHKABJCC_00035,50S ribosomal subunit protein L5,540,-,27735,3914478.5665995763,8519.13996881543,7082.639714205902,7249.034382591808,6702.9037089664125,24303.0,7620.775319111147,6903.608083641607
30,rplX,HHKABJCC_00036,50S ribosomal subunit protein L24,315,-,7741,1272029.1311364505,4076.128409092189,3388.81026208254,4038.1877178934933,3733.9571042416837,6709.5,3606.7217100940798,3267.304455336616
31,rplN,HHKABJCC_00037,50S ribosomal subunit protein L14,372,-,6685,1116576.563084655,2980.7106208167183,2478.1021906941746,3001.5499007652015,2775.417924737927,6166.0,2806.684595946299,2542.556321824117
32,rpsQ,HHKABJCC_00038,30S ribosomal subunit protein S17,255,-,11579,1691702.9720433336,7531.686192135441,6261.690726367077,6634.12930213072,6134.32459525951,9929.5,6593.564065245174,5973.06445535578
33,rpmC,HHKABJCC_00039,50S ribosomal subunit protein L29,192,-,8989,1342143.221444725,7765.537031471259,6456.109558308226,6990.329278357943,6463.689034131649,6432.0,5672.5435346550075,5138.7182748251935
34,rplP,HHKABJCC_00040,50S ribosomal subunit protein L16,411,-,12118,1886593.5417521037,4890.4685417063665,4065.83608690026,4590.251926404146,4244.429676933581,10258.5,4226.443537804293,3828.7062078145223
35,rpsC,HHKABJCC_00041,30S ribosomal subunit protein S3,702,-,23040,3803235.7109754276,5443.856967217416,4525.911969472175,5417.714687999185,5009.5527155339205,20737.0,5001.978793134366,4531.258275504955
36,rplV,HHKABJCC_00042,50S ribosomal subunit protein L22,333,-,13352,2106135.4456076287,6650.639899646187,5529.206756848974,6324.731067890777,5848.235929876039,11375.0,5784.158729478796,5239.829714144285
37,rpsS,HHKABJCC_00043,30S ribosomal subunit protein S19,279,-,16098,2042380.5052831043,9570.377376994771,7956.617116089718,7320.360233989621,6768.855984627801,13925.5,8451.613437312182,7656.258635433395
38,rplB,HHKABJCC_00044,50S ribosomal subunit protein L2,822,-,32314,4867203.22350028,6520.490198741522,5421.002942403657,5921.171804744866,5475.08017712855,28753.0,5923.036069722027,5365.637743982598
39,rplW,HHKABJCC_00045,50S ribosomal subunit protein L23,303,-,21425,2392470.0284948344,11728.42096066082,9750.77066288086,7895.940688101764,7301.073126533184,18787.0,10498.99762431049,9510.969925534791
40,rplD,HHKABJCC_00046,50S ribosomal subunit protein L4,606,-,17356,3022247.5547880083,4750.489479421918,3949.4603413059554,4987.207186118826,4611.478961321709,16097.5,4497.993672681591,4074.70161218652
41,rplC,HHKABJCC_00047,50S ribosomal subunit protein L3,630,-,24133,4132820.0282572825,6353.779027039258,5282.402664696934,6560.0317908845755,6065.809472176402,22575.5,6067.78045802436,5496.7606924101465
42,rpsJ,HHKABJCC_00048,30S ribosomal subunit protein S10,312,-,24728,2855694.1840023934,13146.063973178934,10929.370232530075,9152.865974366645,8463.303669049423,23603.5,12810.168515138681,11604.643781078881
43,gspB,HHKABJCC_00049,putative general secretion pathway protein B,420,-,36,6034.147635983552,14.217215740277625,11.81990402741617,14.36701818091322,13.284629975392654,30.5,12.296558479529335,11.139367973146296
44,gspA,HHKABJCC_00050,Type II secretion system protein GspA,1470,-,20,3086.582990635422,2.256700911155179,1.876175242447011,2.099716320160151,1.9415270458610678,16.5,1.900639015571279,1.7217758459664068
45,gspC,HHKABJCC_00051,Type II secretion system protein GspC,816,+,30,5051.626087534175,6.098070476834766,5.0698117764652695,6.190718244527175,5.724319418605227,27.5,5.706575475673571,5.169547576737373
46,gspD,HHKABJCC_00052,Type II secretion system protein GspD,1953,+,99,18226.432242936615,8.408030814142682,6.990265822665477,9.332530590341328,8.629432639782232,95.5,8.280072870051482,7.5008612123072185
47,gspE,HHKABJCC_00053,Type II secretion system protein GspE,1482,+,79,14538.68884024804,8.841790715669735,7.350884983312127,9.81018140367614,9.07109800365212,77.0,8.797829721200387,7.969893591990249
48,gspF,HHKABJCC_00054,Type II secretion system protein GspF,1197,+,34,6088.627798325868,4.711358042587127,3.916927260547269,5.0865729309322205,4.703358649608657,32.0,4.526774476214423,4.100773944672781
49,gspG,HHKABJCC_00055,Type II secretion system protein GspG,438,+,6,779.6299093814364,2.2721577667110364,1.8890257578062373,1.7799769620580739,1.6458763403723897,4.0,1.5463895685013311,1.4008637019901025
50,gspH,HHKABJCC_00056,Type II secretion system protein GspH,510,+,6,939.3131438330561,1.9513825525871251,1.6223397684688863,1.8417904781040315,1.7030329248360663,5.5,1.8261041522155423,1.6542552245559592
51,gspI,HHKABJCC_00057,Type II secretion system protein GspI,378,+,5,928.0413861070593,2.194014774734202,1.82405926349015,2.4551359420821677,2.2701699210751247,4.5,2.015829258939235,1.8261258972370977
52,gspJ,HHKABJCC_00058,Type II secretion system protein GspJ,588,+,6,1119.6612674490027,1.6925256833663842,1.4071314318352584,1.9041858289949025,1.7607275096366348,6.0,1.7278536505193445,1.5652507690603696
53,gspK,HHKABJCC_00059,Type II secretion system protein GspK,984,+,11,2032.673643254733,1.8542100474278072,1.5415525239008219,2.0657252472100947,1.9100968060630854,11.0,1.8929128407112332,1.7147767571616652
54,gspL,HHKABJCC_00060,Type II secretion system protein GspL,1164,+,19,3377.7700652236695,2.7074594694400407,2.2509267406161952,2.901864317202465,2.683242493842227,18.5,2.691235969408566,2.437972203012414
55,gspM,HHKABJCC_00061,Type II secretion system protein GspM,462,+,6,1114.0253885860043,2.1541235970117616,1.790894549608511,2.411310364904771,2.229646092892517,5.5,2.015829258939235,1.8261258972370977
56,gspO,HHKABJCC_00062,Type II secretion system prepilin peptidase,678,+,15,2724.0081171158627,3.6696353311926027,3.050860184067596,4.017711087191538,3.71502315019549,14.0,3.496482608425576,3.1674396093670016
57,bfr,HHKABJCC_00063,bacterioferritin,477,-,127,19992.340953342762,44.16179172993296,36.715215514930044,41.912664472416694,38.75503126588579,118.0,41.888678437328515,37.94666644321618
58,bfd,HHKABJCC_00064,bacterioferritin-associated ferredoxin,195,-,38,4906.971863383885,32.32290074285341,26.872602318741045,25.163958273763512,23.268145844437136,29.0,25.182359357825526,22.812526593177285
59,chiA,HHKABJCC_00065,endochitinase,2694,-,437,80882.37618917678,26.905755351094566,22.36889780986517,30.023153745054483,27.76125728909051,437.0,27.467357252094075,24.88249051068277
60,tufA,HHKABJCC_00066,translation elongation factor Tu 1,1185,-,71443,10153636.932103556,10000.061615933308,8313.847853748037,8568.469984897516,7922.935140142378,21726.5,3104.5914001053475,2812.428052093698
61,fusA,HHKABJCC_00067,elongation factor G,2115,-,83458,13510787.195193801,6545.140062068268,5441.496337463114,6388.079052101088,5906.811378123124,80428.0,6439.170550160304,5833.200429168211
62,rpsG,HHKABJCC_00068,30S ribosomal subunit protein S7,471,-,16216,2365755.9626842225,5710.6319642972185,4747.703276574892,5022.836438820005,4644.423963024549,15907.0,5718.740691812099,5180.567962584804
63,rpsL,HHKABJCC_00069,30S ribosomal subunit protein S12,375,-,6695,1040473.4121713007,2961.2880696360485,2461.9546766438166,2774.5957657901354,2565.5621518445273,6438.5,2907.2773371443795,2633.6825960168762
64,tusB,HHKABJCC_00070,sulfurtransferase complex subunit TusB,288,-,233,33529.72198226477,134.1914286596806,111.56402470321629,116.42264577175267,107.65154956709581,208.0,122.29364170898027,110.78497109905061
65,tusC,HHKABJCC_00071,sulfurtransferase complex subunit TusC,360,-,199,33633.046428086396,91.68787743614227,76.22743662125335,93.42512896690666,86.38662895113025,166.5,78.31496670978929,70.94499110766125
66,tusD,HHKABJCC_00072,sulfurtransferase complex subunit TusD,387,-,407,50696.608998957694,174.43948167119277,145.02543744232847,130.9989896613894,121.12973498661137,288.0,126.01276855880614,114.15410259937953
67,yheO,HHKABJCC_00073,DNA-binding transcriptional regulator YheO,723,-,1306,223492.65493848664,299.6168425486816,249.0953495127677,309.11847156083905,285.82997957782624,1186.5,277.88331801028744,251.73259152701607
68,fkpA,HHKABJCC_00074,peptidyl-prolyl cis-trans isomerase FkpA,813,-,1344,248974.3419043898,274.2016516698071,227.96567669112616,306.241502957429,283.16975719445793,1326.0,276.17604695902554,250.18598639342795
69,slyX,HHKABJCC_00075,protein SlyX,219,+,18,1950.0140865974238,13.63294660026622,11.334154546837427,8.904173911403761,8.233347668947184,18.0,13.917506116511982,12.607773317910924
