,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
0,yrdA,HHKABJCC_00006,hexapeptide repeat-containing protein YrdA,555,+,302,54511.808000111494,88.8884913434508,63.66544587914109,98.21947387407477,84.89592274618256,300.0,86.93516932760659,70.84547577697076
1,HHKABJCC_00007,HHKABJCC_00007,hypothetical protein,258,-,265,26078.454890214143,167.78678146129195,120.17551533285426,101.07928252020986,87.36779603479762,186.5,116.25894107464131,94.74209410833075
2,aroE,HHKABJCC_00008,shikimate dehydrogenase,819,-,1014,163548.42422709928,202.24864870482418,144.85846484326802,199.6928256741139,172.60433224404883,875.0,171.8269906581968,140.0257801147392
3,tsaC,HHKABJCC_00009,threonylcarbamoyl-AMP synthase,573,-,827,134364.77231534704,235.7666990238073,168.86541542039438,234.49349444214144,202.6842621267295,740.0,207.70374661342657,169.26257650728266
4,yrdD,HHKABJCC_00010,putative DNA topoisomerase,543,-,728,126564.63625645946,219.00958644279302,156.86330999602504,233.08404467119607,201.46600535799328,687.0,203.48112975492006,165.8214685796335
5,HHKABJCC_00011,HHKABJCC_00011,hypothetical protein,474,-,321,52632.34664497,110.62626914307202,79.23490031714294,111.03870600204641,95.97621566036524,255.0,86.52250238459581,70.50918396157375
6,smf,HHKABJCC_00012,protein Smf,1125,-,212,29048.07811834777,30.783281505431695,22.048201213067664,25.820513882975796,22.317940276143602,157.5,22.516208855850106,18.348978226235428
7,def,HHKABJCC_00013,peptide deformylase,510,+,2623,464743.24944003474,840.1555291559448,601.7525504496027,911.2612734118328,787.6479441169035,2495.5,786.9635742265258,641.3147782012676
8,fmt,HHKABJCC_00014,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,948,+,2943,496484.23167395085,507.1232244362321,363.2216692108282,523.7175439598637,452.67483523522276,2796.0,474.34689542613694,386.55623207168657
9,rsmB,HHKABJCC_00015,16S rRNA m(5)C967 methyltransferase,1290,+,1772,313377.894866817,224.39107679200706,160.71774578854172,242.92860067195116,209.97513936925958,1736.5,216.49721305749563,176.42857524838215
10,trkA,HHKABJCC_00016,NAD-binding component of Trk potassium transporters,1377,+,1767,321536.46574936295,209.62070854951986,150.13862507511163,233.50505864151268,201.82990844247615,1751.0,204.51230265895597,166.66179517656514
11,mscL,HHKABJCC_00017,large conductance mechanosensitive channel,411,+,618,110212.20816157729,245.62820165555007,175.92861283323342,268.15622423741434,231.78061537933468,617.0,241.44075189536875,196.75564069494715
12,arfA,HHKABJCC_00018,alternative ribosome-rescue factor A,219,-,29,3853.6386481408877,21.631441352518074,15.49329207754658,17.596523507492638,15.209540851427748,25.0,18.359596262108695,14.96165869719131
13,zntR,HHKABJCC_00019,DNA-binding transcriptional activator ZntR,426,-,65,7675.705316995802,24.92500952348185,17.852275596881622,18.018087598581694,15.573919432355044,47.0,17.744161908533787,14.460127039454477
14,HHKABJCC_00020,HHKABJCC_00020,hypothetical protein,369,-,103,16005.136322736467,45.59764719079995,32.6588346316436,43.37435317814761,37.49058706319959,89.0,38.79099086664072,31.61167367663478
15,rplQ,HHKABJCC_00021,50S ribosomal subunit protein L17,384,-,36641,2963111.97169971,15587.1842428949,11164.15657219209,7716.437426301328,6669.6964438937275,30201.0,12649.03317811624,10307.989051535269
16,rpoA,HHKABJCC_00022,RNA polymerase subunit alpha,990,-,103956,9413848.635678016,17153.231197355584,12285.82121197289,9508.93801583638,8219.042877644291,92601.0,15043.459280379335,12259.262140891968
17,rpsD,HHKABJCC_00023,30S ribosomal subunit protein S4,621,-,62575,5092112.679591771,16460.417010206354,11789.60034614873,8199.859387426362,7087.541824720102,57065.0,14779.013783748404,12043.759402807964
18,rpsK,HHKABJCC_00024,30S ribosomal subunit protein S11,390,-,46603,4541757.365379689,19520.0462808096,13981.027591608208,11645.531706101767,10065.805904509061,41197.0,16989.01568194976,13844.740952128588
19,rpsM,HHKABJCC_00025,30S ribosomal subunit protein S13,357,-,44333,3841877.1572692366,20285.72249554518,14529.435117413122,10761.56066461971,9301.746250272494,39482.0,17786.81388648807,14494.885120612786
20,rpmJ,HHKABJCC_00026,50S ribosomal subunit protein L36,117,-,5840,767990.2533065584,8153.771951729005,5840.053296639838,6564.019259030413,5673.6047337572845,5510.0,7574.133748213314,6172.336387457704
21,secY,HHKABJCC_00027,Sec translocon subunit SecY,1332,-,73336,10862586.477647727,8993.82781617454,6441.734463290135,8155.094953188985,7048.8497222184615,66344.5,8010.653252021382,6528.066205118384
22,rplO,HHKABJCC_00028,50S ribosomal subunit protein L15,435,-,33688,3906142.849693462,12650.7870936278,9060.993035936363,8979.6387349275,7761.543472594933,24756.0,9152.894358545569,7458.90484349235
23,rpmD,HHKABJCC_00029,50S ribosomal subunit protein L30,180,-,24304,1775418.6831674362,22056.511606957898,15797.744171061217,9863.43712870798,8525.45389893038,14727.0,13158.579675400972,10723.230251498773
24,rpsE,HHKABJCC_00030,30S ribosomal subunit protein S5,504,-,37502,4399945.320303356,12155.01414059025,8705.900879090124,8730.050238697135,7545.811857890144,29170.5,9308.518571847726,7585.726606411572
25,rplR,HHKABJCC_00031,50S ribosomal subunit protein L18,354,-,23789,3307357.976431948,10977.526638941798,7862.537855637393,9342.81914246313,8075.45816389741,19409.0,8817.939824116116,7185.942663297081
26,rplF,HHKABJCC_00032,50S ribosomal subunit protein L6,534,-,40671,4672834.937498791,12441.569477164503,8911.143121323223,8750.627223780508,7563.597558292358,36922.5,11120.314626539935,9062.201024052669
27,rpsH,HHKABJCC_00033,30S ribosomal subunit protein S8,393,-,29971,3617365.0982161746,12457.768570853199,8922.74555159222,9204.491344061513,7955.89464330872,27760.5,11360.61824687072,9258.029989992887
28,rpsN,HHKABJCC_00034,30S ribosomal subunit protein S14,306,-,39109,3345379.925368521,20877.902268242375,14953.577643622768,10932.614135191245,9449.596179113747,32438.0,17049.03788202768,13893.654428165843
29,rplE,HHKABJCC_00035,50S ribosomal subunit protein L5,540,-,47245,4394336.651041966,14292.021764191437,10236.510085607133,8137.6604648925295,7033.780236370546,41209.5,12273.567577316864,10002.013468439798
30,rplX,HHKABJCC_00036,50S ribosomal subunit protein L24,315,-,14722,2371766.942498173,7634.627195467747,5468.221331852799,7529.418865073565,6508.047101865587,12779.0,6524.594851902687,5317.042919570578
31,rplN,HHKABJCC_00037,50S ribosomal subunit protein L14,372,-,12397,2046231.9784310046,5443.838550234471,3899.0920349360904,5500.623597932808,4754.459554778708,11440.5,4946.172953443801,4030.7504876583407
32,rpsQ,HHKABJCC_00038,30S ribosomal subunit protein S17,255,-,19276,1900720.4402524563,12348.332428524584,8844.36306707323,7453.8056480488485,6442.690878930095,15680.0,9889.472124922399,8059.159064072028
33,rpmC,HHKABJCC_00039,50S ribosomal subunit protein L29,192,-,18614,1904471.9342617309,15836.895690469457,11343.009766915946,9919.124657613182,8573.587369467223,13139.0,11005.96979750798,8969.018784021846
34,rplP,HHKABJCC_00040,50S ribosomal subunit protein L16,411,-,23023,3311640.622563328,9150.644153261697,6554.05251336494,8057.5197629278055,6964.510685491616,19499.0,7630.232125134189,6218.052249450201
35,rpsC,HHKABJCC_00041,30S ribosomal subunit protein S3,702,-,38495,5868631.081656047,8957.746897311874,6415.8918851070375,8359.873335692375,7225.849751391748,34887.0,7992.704297456681,6513.439187817208
36,rplV,HHKABJCC_00042,50S ribosomal subunit protein L22,333,-,23889,3045895.558562784,11718.85855244865,8393.509032046362,9146.83350919755,7906.058140411151,20894.5,10091.482752864866,8223.78218678842
37,rpsS,HHKABJCC_00043,30S ribosomal subunit protein S19,279,-,26771,2362068.7733316226,15674.437560520237,11226.650842114928,8466.196320185027,7317.749936982278,23207.5,13378.00606815518,10902.045882881685
38,rplB,HHKABJCC_00044,50S ribosomal subunit protein L2,822,-,58397,5967269.373646437,11605.137614950774,8312.057608108682,7259.451792757223,6274.701281414895,52546.5,10281.091142196105,8378.29843904136
39,rplW,HHKABJCC_00045,50S ribosomal subunit protein L23,303,-,36716,2923123.274171146,19794.489604312363,14177.594732025133,9647.271531917973,8338.61134030504,32381.5,17187.850473024755,14006.776012089635
40,rplD,HHKABJCC_00046,50S ribosomal subunit protein L4,606,-,28875,4960628.386092457,7783.607791215267,5574.927114707834,8185.855422594814,7075.437509052482,26953.0,7153.222268879395,5829.325909143369
41,rplC,HHKABJCC_00047,50S ribosomal subunit protein L3,630,-,43001,6829095.263741413,11149.864285841208,7985.972880417136,10839.833751970496,9369.401529971477,40628.5,10371.879722221156,8452.284148124783
42,rpsJ,HHKABJCC_00048,30S ribosomal subunit protein S10,312,-,47743,3622308.8987373076,24996.93071220449,17903.788390933805,11609.964419029831,10035.063348715883,46044.5,23735.06361408403,19342.251097479333
43,gspB,HHKABJCC_00049,putative general secretion pathway protein B,420,-,31,5255.805963488536,12.057130980479903,8.635793096425592,12.513823722591752,10.81631340618402,29.5,11.29639730012888,9.205694858400427
44,gspA,HHKABJCC_00050,Type II secretion system protein GspA,1470,-,7,949.016553831322,0.7778794180954776,0.5571479417048769,0.6455894924022598,0.558014755230695,5.5,0.6017451346315625,0.4903759972997805
45,gspC,HHKABJCC_00051,Type II secretion system protein GspC,816,+,19,3233.3421139341135,3.8036015664227394,2.7242895678951706,3.9624290611937667,3.424922351932152,17.0,3.3506263178348377,2.730502712237415
46,gspD,HHKABJCC_00052,Type II secretion system protein GspD,1953,+,64,11403.056047992795,5.353148683667802,3.834136373022809,5.838738375828364,5.046708789389406,61.0,5.023366031039632,4.0936569080548635
47,gspE,HHKABJCC_00053,Type II secretion system protein GspE,1482,+,27,4676.367284828315,2.976097368826827,2.131598400449833,3.155443512029902,2.7274050456702983,24.0,2.6045354373452985,2.1224960354234153
48,gspF,HHKABJCC_00054,Type II secretion system protein GspF,1197,+,16,2494.186363591909,2.1835211736013402,1.5639240468908824,2.0836978810291638,1.8010425769642475,13.5,1.8138728938654758,1.4781668818127358
49,gspG,HHKABJCC_00055,Type II secretion system protein GspG,438,+,5,629.5824104673545,1.8647794269412132,1.3356286273747051,1.4374027636240971,1.2424179153334953,4.0,1.468767700968696,1.196932695775305
50,gspH,HHKABJCC_00056,Type II secretion system protein GspH,510,+,5,846.8719149649371,1.6015164490201006,1.1470692917453347,1.660533166597916,1.4352804985466387,4.5,1.4190887934359309,1.156448207535846
51,gspI,HHKABJCC_00057,Type II secretion system protein GspI,378,+,2,362.1491741626375,0.8643104645505306,0.6190532685609744,0.9580665983138559,0.828104088812675,2.0,0.8509527156405936,0.6934610062825179
52,gspJ,HHKABJCC_00058,Type II secretion system protein GspJ,588,+,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,gspK,HHKABJCC_00059,Type II secretion system protein GspK,984,+,9,1649.1716238790882,1.494097662805338,1.0701317172990015,1.6759874226413498,1.4486383722494154,8.0,1.3075614898867658,1.0655620340438692
54,gspL,HHKABJCC_00060,Type II secretion system protein GspL,1164,+,22,4048.642049613077,3.08745954604906,2.211360387179151,3.4782148192552205,3.0063921638258737,22.0,3.039743463602739,2.477157099761778
